facility_type,source,name,epoch_name,operator,country,lat,lon,geo_precision,power_mw_it,h100_equivalents,chip_types,users,energy_companies,capex_usd_bn,address,ref,city,utility,osm_id,matched_osm
traditional,osm,Datacenter Aqua Ray,,Aqua Ray,FR,48.819937,2.393401,exact,,,,,,,,,Ivry-sur-Seine,,7900883632,
traditional,osm,Salle Technique TV5MONDE,,TV5MONDE,FR,48.883627,2.301842,exact,,,,,,,,,,,7902341447,
traditional,osm,Datacenter Orange Archives,,Orange,FR,48.86281,2.358393,exact,,,,,,,,,,,7902351616,
traditional,osm,Salle technique TDF,,TDF,FR,48.885289,2.422569,exact,,,,,,,,,,,7902360503,
traditional,osm,Salle technique TF1,,TF1,FR,48.833819,2.259753,exact,,,,,,,,,,,7902383102,
traditional,osm,Salle technique TDF,,TDF,FR,48.85742,2.294212,exact,,,,,,,,,,,7902383458,
traditional,osm,Salle Technique France Télévisions,,France Télévisions,FR,48.838315,2.272439,exact,,,,,,,,,,,7902392228,
traditional,osm,Salle technique Eurosport,,Eurosport,FR,48.829068,2.264656,exact,,,,,,,,,,,7902398865,
traditional,osm,Salle technique Groupe M6,,Groupe M6,FR,48.881189,2.273175,exact,,,,,,,,,,,7902413338,
traditional,osm,Salle technique Groupe M6,,Groupe M6,FR,48.880594,2.272211,exact,,,,,,,,,,,7902421304,
traditional,osm,Data Center Bluecom,,Bluecom,FR,48.441301,-4.41547,exact,,,,,,,,,,,7902526435,
traditional,osm,Datacenter Thales Nungesser,,THALES,FR,48.79094,1.975291,exact,,,,,,,,,,,7902527604,
traditional,osm,Salle technique Groupe CANAL,,Groupe CANAL,FR,48.82757,2.263473,exact,,,,,,,,,,,7902546622,
traditional,osm,Salle technique Euronews,,Euronews,FR,45.734399,4.81565,exact,,,,,,,,,,,7902551102,
traditional,osm,,,,IN,11.245898,75.953947,exact,,,,,,,,,,,7917881365,
traditional,osm,GIS Data-Center,,,PK,31.575169,74.427397,exact,,,,,,,,,,,7959855830,
traditional,osm,8100 Boone Boulevard,,Digital Realty,US,38.913724,-77.225882,exact,,,,,,,,,,,7985753364,
traditional,osm,HiPerGator,,University of Florida,US,29.672819,-82.299762,exact,,,,,,,,Version 3.0,,,8017899486,
traditional,osm,Techcréa Solutions,,Techcréa Solutions - First Heberg,FR,50.345487,3.543185,exact,,,,,,,,,,,8048285522,
traditional,osm,Office of the System Administrator,,,PH,11.24716,125.008116,exact,,,,,,,,,,,8049647553,
traditional,osm,dc2scale Vélizy,,dc2scale,FR,48.783789,2.208087,exact,,,,,,,,,Vélizy-Villacoublay,,8074063731,
traditional,osm,Парковий,,,UA,50.449311,30.541238,exact,,,,,,,,,,,8075604281,
traditional,osm,MSK-IX,,,RU,55.800808,37.554618,exact,,,,,,,,,,,8087158048,
traditional,osm,Atlanta ATL13,,Digital Realty,US,33.755519,-84.391481,exact,,,,,,,,ATL13,Atlanta,,8109664813,
traditional,osm,NTT,,NTT,JP,39.717334,141.142402,exact,,,,,,,,,,,8148369824,
traditional,osm,Data Holdings Data Center,,,US,43.043941,-87.953979,exact,,,,,,,,,Milwaukee,,8165754026,
traditional,osm,NTT Communications Singapore Serangoon Data Center,,,SG,1.376089,103.875154,exact,,,,,,,,,Singapore,,8208578899,
traditional,osm,Singtel Bedok Data Center,,,SG,1.319675,103.9298,exact,,,,,,,,,Singapore,,8208578912,
traditional,osm,Inap Data Center,,,SG,1.321513,103.695823,exact,,,,,,,,,Singapore,,8208578913,
traditional,osm,Inap Data Center,,,SG,1.295405,103.78983,exact,,,,,,,,,Singapore,,8208578914,
traditional,osm,Inap Data Center,,,SG,1.322665,103.921051,exact,,,,,,,,,Singapore,,8208578915,
traditional,osm,Keppel DC Singapore 1,,,SG,1.375533,103.875077,exact,,,,,,,,,Singapore,,8208585682,
traditional,osm,Starhub Data Center @ Kaki Bukit,,,SG,1.321531,103.889512,exact,,,,,,,,,Singapore,,8208587403,
traditional,osm,Ascenix,,,SG,1.310656,103.865952,exact,,,,,,,,,Singapore,,8208587404,
traditional,osm,Amazon SIN4,,,SG,1.335397,103.890335,exact,,,,,,,,,Singapore,,8208591051,
traditional,osm,Amazon SIN2,,,SG,1.321652,103.695829,exact,,,,,,,,,Singapore,,8208591054,
traditional,osm,Google Singapore DC,,,SG,1.35115,103.709178,exact,,,,,,,,,Singapore,,8208591112,
traditional,osm,STT Jurong,,,SG,1.327808,103.746226,exact,,,,,,,,,Singapore,,8208595600,
traditional,osm,China Mobile International Singapore Data Center,,,SG,1.337178,103.894425,exact,,,,,,,,,Singapore,,8208595607,
traditional,osm,STT Tai Seng 2,,,SG,1.336574,103.894016,exact,,,,,,,,,Singapore,,8208595608,
traditional,osm,Starhub Data Center @ Ang Mo Kio,,,SG,1.37569,103.869832,exact,,,,,,,,,,,8208598239,
traditional,osm,Starhub Data Center @ One North,,,SG,1.292171,103.791736,exact,,,,,,,,,Singapore,,8208598242,
traditional,osm,Starhub Data Center @ Loyang,,,SG,1.374594,103.965275,exact,,,,,,,,,,,8208598243,
traditional,osm,Airtrunk SGP1 Singapore,,,SG,1.377233,103.968513,exact,,,,,,,,,Singapore,,8208598244,
traditional,osm,STT Tai Seng 1,,,SG,1.335332,103.890471,exact,,,,,,,,,Singapore,,8208598258,
traditional,osm,STT Defu 1,,,SG,1.349364,103.891457,exact,,,,,,,,,Singapore,,8208598265,
traditional,osm,STT Defu 2,,,SG,1.349899,103.891583,exact,,,,,,,,,Singapore,,8208598266,
traditional,osm,Starhub Data Center @ Tai Seng,,,SG,1.337823,103.893829,exact,,,,,,,,,Singapore,,8208598326,
traditional,osm,M1 Next-Gen Data Center,,,SG,1.32522,103.748797,exact,,,,,,,,,Singapore,,8208598418,
traditional,osm,Amazon SIN3,,,SG,1.34053,103.944283,exact,,,,,,,,,Singapore,,8208598531,
traditional,osm,PrincetonDG SG1 Singapore,,,SG,1.378165,103.872854,exact,,,,,,,,,Singapore,,8208598545,
traditional,osm,AIMS,,,SG,1.336875,103.893269,exact,,,,,,,,,,,8208598664,
traditional,osm,Amazon SIN5,,,SG,1.336682,103.893767,exact,,,,,,,,,,,8208598665,
traditional,osm,1-Net,,,MY,1.443266,103.780407,exact,,,,,,,,,Singapore,,8208598755,
traditional,osm,Digital Realty Data Center,,,SG,1.370768,103.968471,exact,,,,,,,,,Singapore,,8208598766,
traditional,osm,Digital Realty Data Center,,,SG,1.371024,103.966435,exact,,,,,,,,,Singapore,,8208598767,
traditional,osm,Digital Realty Data Center,,,SG,1.327805,103.746027,exact,,,,,,,,,Singapore,,8208598774,
traditional,osm,Telin-1 Data Centre,,Telin Singapore,SG,1.352943,103.974812,exact,,,,,,,,,Singapore,,8208598775,
traditional,osm,Telin-2 Data Centre,,Telin Singapore,SG,1.336605,103.893943,exact,,,,,,,,,Singapore,,8208598776,
traditional,osm,Global Switch,,,SG,1.429052,103.798506,exact,,,,,,,,,Singapore,,8208598778,
traditional,osm,Global Switch,,,SG,1.336636,103.893873,exact,,,,,,,,,Singapore,,8208598779,
traditional,osm,Epsilon Telecommunications Singapore Data Center,,,SG,1.351451,103.86155,exact,,,,,,,,,Singapore,,8208598823,
traditional,osm,Singtel Kim Chuan Telecommunications Centre,,,SG,1.339393,103.889998,exact,,,,,,,,,Singapore,,8208598824,
traditional,osm,Singtel Kim Chuan Telecommunications Centre,,,SG,1.340278,103.888952,exact,,,,,,,,,Singapore,,8208598825,
traditional,osm,Cyxtera Singapore Data Center Campus SIN1,,,SG,1.338553,103.893651,exact,,,,,,,,,Singapore,,8208598917,
traditional,osm,Iron Mountain Data Centers SIN-1,,,SG,1.375584,103.87126,exact,,,,,,,,,Singapore,,8208598918,
traditional,osm,Equinix Data Center SG4,,Equinix,SG,1.338923,103.893166,exact,,,,,,,,,Singapore,,8208599034,
traditional,osm,Equinix Data Center SG1,,,SG,1.295336,103.789951,exact,,,,,,,,,Singapore,,8208599035,
traditional,osm,Equinix Data Center SG3,,,SG,1.295549,103.790415,exact,,,,,,,,,Singapore,,8208599038,
traditional,osm,Keppel DC Singapore 3,,,SG,1.340347,103.943934,exact,,,,,,,,,Singapore,,8208599233,
traditional,osm,Keppel DC Singapore 2,,,SG,1.34058,103.944247,exact,,,,,,,,,Singapore,,8208599234,
traditional,osm,Keppel DC Singapore 4,,,SG,1.342028,103.943822,exact,,,,,,,,,Singapore,,8208599278,
traditional,osm,Equinix Data Center SG2,,,SG,1.321341,103.695816,exact,,,,,,,,,Singapore,,8208599279,
traditional,osm,STACK Infrastructure,,"Stack Infrastructure, Incorporated",US,37.402745,-121.891051,exact,,,,,,,,,San Jose,,8238715059,
traditional,osm,STACK Infrastructure,,"Stack Infrastructure, Incorporated",US,37.402634,-121.891057,exact,,,,,,,,,San Jose,,8238715061,
traditional,osm,,,Bank Of America,GB,51.333258,-0.766216,exact,,,,,,,,,,,8242627702,
traditional,osm,Datacenter UNaM,,,AR,-27.434639,-55.888104,exact,,,,,,,,,,,8254306230,
traditional,osm,顺兴通讯,,,CN,27.823345,112.917939,exact,,,,,,,,,,,8261871164,
traditional,osm,,,,IN,8.839418,76.639694,exact,,,,,,,,,,,8273736407,
traditional,osm,Datacenter RTE,,RTE,FR,48.919623,2.339939,exact,,,,,,,,,,,8297362166,
traditional,osm,Datacenter EDF,,EDF,FR,48.920354,2.34085,exact,,,,,,,,,,,8297551605,
traditional,osm,Serverhouse,,Serverhouse,GB,50.867801,-1.245611,exact,,,,,,,,,,,8325036723,
traditional,osm,Colobâle,,Colobâle AG,CH,47.522966,7.675072,exact,,,,,,,,,,,8465878157,
traditional,osm,Digital West Data Center,,,US,35.255316,-120.641513,exact,,,,,,,,,,,8477460442,
traditional,osm,تۆمارگای گشتی,,تۆمارگای گشتی,IQ,35.577174,45.366465,exact,,,,,,,,تۆمارگای گشتی,,,8477999235,
traditional,osm,Nova Shop,,,GR,36.416786,28.154783,exact,,,,,,,,,,,8542011751,
traditional,osm,,,,IN,9.283679,76.428153,exact,,,,,,,,,,,8565266003,
traditional,osm,,,MEO,PT,38.05943,-8.113806,exact,,,,,,,,PT,,,8565642884,
traditional,osm,Elektra,,,MK,42.149829,21.298592,exact,,,,,,,,,Hani i Elezit,,8566028198,
traditional,osm,akshaya centre,,,IN,9.121738,76.657247,exact,,,,,,,,,,,8567510232,
traditional,osm,Microsoft Data Center,,Microsoft,BE,50.528152,3.610252,exact,,,,,,,,,,,8583885761,
traditional,osm,Chick-fil-A Hiring Center,,Dennis Sampier,US,42.627942,-82.988394,exact,,,,,,,,,,,8641856300,
traditional,osm,Datacenter RTE,,RTE,FR,48.791999,2.050016,exact,,,,,,,,,,,8670043375,
traditional,osm,Datacenter RTE,,RTE,FR,45.740481,4.832222,exact,,,,,,,,,,,8670065237,
traditional,osm,立岭驾驶人服务中心,,,CN,37.725053,117.210526,exact,,,,,,,,,,,8670268773,
traditional,osm,宏成集团大数据中心,,,CN,35.869097,117.31727,exact,,,,,,,,,,,8699932362,
traditional,osm,Compass Datacenters,,,CA,45.423592,-73.913817,exact,,,,,,,,,Baie-D'Urfé,,8712918739,
traditional,osm,,,Internet Central,GB,53.003893,-2.269941,exact,,,,,,,,,,,8721229187,
traditional,osm,DC West,,,SG,1.325029,103.72161,exact,,,,,,,,,Singapore,,8721446766,
traditional,osm,ESolutionsUG,,ESolutionsUG,UG,0.279905,32.540459,exact,,,,,,,,,,,8730081705,
traditional,osm,France Travail datacenter Orléans,,France Travail DSI,FR,47.893043,1.852149,exact,,,,,,,,,,,8744063082,
traditional,osm,ORANGE STORE,,,BG,43.775246,24.5045,exact,,,,,,,,,,,8745353247,
traditional,osm,شرکت فناوری رایان افزار پارسان,,,IR,36.764953,45.719094,exact,,,,,,,,,,,8766654928,
traditional,osm,Ergonomic Group,,,US,41.707078,-72.589864,exact,,,,,,,,,Glastonbury,,8767284091,
traditional,osm,datamena DXA Datacenter,,datamena,AE,25.028096,55.185234,exact,,,,,,,,,دبي,,8816716058,
traditional,osm,E79 Systems Inc.,,,PH,14.444142,121.029153,exact,,,,,,,,,,,8874103115,
traditional,osm,,,,IN,9.461484,76.546943,exact,,,,,,,,,,,8883466967,
traditional,osm,computer cafe,,,IN,24.268224,87.251208,exact,,,,,,,,,,,8886930999,
traditional,osm,百度博浩机房,,,CN,23.209137,113.563452,exact,,,,,,,,,,,8887386717,
traditional,osm,Kuzhivilakonam Resident Welfare Society,,,IN,8.375687,77.033342,exact,,,,,,,,,,,8888075302,
traditional,osm,San Jose Colocation Center,,CoreSite,US,37.334118,-121.891646,exact,,,,,,,,SV1,San Jose,,8897151054,
traditional,osm,中国电信（科云数据中心）,,,CN,23.215139,113.532,exact,,,,,,,,,,,8920088329,
traditional,osm,Lyon Sévigné,,Orange,FR,45.758448,4.84389,exact,,,,,,,,,,,8930909347,
traditional,osm,Lille Boitelle,,Orange,FR,50.627302,3.077855,exact,,,,,,,,,,,8930909348,
traditional,osm,The Deck,,Ficolo,FI,61.497896,23.77571,exact,,,,,,,,,,,8945351837,
traditional,osm,Bunkerberget,,Bahnhof,SE,57.731013,12.016801,exact,,,,,,,,,Göteborg,,8963538640,
traditional,osm,MT2,,Equinix,CA,45.412619,-74.050506,exact,,,,,,,,,Vaudreuil-Dorion,,8973042667,
traditional,osm,Adhaar Seva Kendra,,,IN,28.673117,77.170424,exact,,,,,,,,,,,8985863063,
traditional,osm,Salle Technique France Télévisions,,France Télévisions,FR,48.837809,2.272682,exact,,,,,,,,,,,9002117313,
traditional,osm,Salle Technique France Télévisions,,France Télévisions,FR,48.840134,2.281685,exact,,,,,,,,,,,9002195217,
traditional,osm,Salle Technique Groupe Canal,,Groupe Canal,FR,48.833196,2.237371,exact,,,,,,,,,,,9002203858,
traditional,osm,Datacenter Bouygues Télécom,,Bouygues Télécom,FR,48.725614,2.47095,exact,,,,,,,,,,,9002215626,
traditional,osm,Digital Realty AMS10,,Digital Realty,NL,52.275005,4.741443,exact,,,,,,,,AMS10,Rozenburg,,9006976458,
traditional,osm,Lab Komputer,,,ID,-6.894816,112.066943,exact,,,,,,,,,,,9026748513,
traditional,osm,Datacenter MGEN,,MGEN,FR,48.653227,6.130289,exact,,,,,,,,,,,9045173270,
traditional,osm,,,FDJ,FR,43.43114,5.271286,exact,,,,,,,,,,,9045239635,
traditional,osm,中華電信IDC台中黎明機房,,中華電信數據通信分公司,TW,24.157894,120.634731,exact,,,,,,,,,臺中市,,9063450776,
traditional,osm,PANOURI SOLARE REDEA DATACENTER,,,RO,44.074474,24.295263,exact,,,,,,,,,,,9066692465,
traditional,osm,,,IFP,FR,48.877364,2.174986,exact,,,,,,,,,,,9068699148,
traditional,osm,,,,FR,48.878792,2.166359,exact,,,,,,,,,,,9068704649,
traditional,osm,,,Orange,FR,48.883018,2.187549,exact,,,,,,,,,,,9068705141,
traditional,osm,inforland.com,,inforland.com,ES,36.748388,-3.877379,exact,,,,,,,,,,,9073360494,
traditional,osm,Akshaya E Center,,,IN,10.42963,76.299786,exact,,,,,,,,,,,9084091880,
traditional,osm,Amazon Web Services IAD69,,Amazon Web Services,US,39.025485,-77.4147,exact,,,,,,,,IAD69,,,9092482804,
traditional,osm,R74n Vault,,,NO,77.475486,23.475382,exact,,,,,,,,,,,9108561392,
traditional,osm,databyte,,,NL,51.930386,4.41383,exact,,,,,,,,,,,9117956197,
traditional,osm,Stream Data Centers Houston,,,US,30.178137,-95.486046,exact,,,,,,,,,The Woodlands,,9190480200,
traditional,osm,Centro de Computación,,university,VE,10.066669,-69.362591,exact,,,,,,,,,,,9234227182,
traditional,osm,,,,UA,48.422028,22.391887,exact,,,,,,,,,,,9241724638,
traditional,osm,Brightsolid,,brightsolid,GB,57.152569,-2.160149,exact,,,,,,,,,Aberdeen,,9253910552,
traditional,osm,Digital Reality DUS2,,Digital Realty,DE,51.187765,6.866722,exact,,,,,,,,DUS2,Düsseldorf,,9258436545,
traditional,osm,Digital Realty DUS1,,Digital Realty,DE,51.188089,6.867857,exact,,,,,,,,DUS1,Düsseldorf,,9258436546,
traditional,osm,Data Center TVRI,,ICT,ID,-6.212287,106.801224,exact,,,,,,,,,DKI Jakarta,,9260515684,
traditional,osm,,,,CN,26.367538,106.518348,exact,,,,,,,,,,,9348059571,
traditional,osm,Simtronic,,,AU,-33.752799,150.694489,exact,,,,,,,,,,,9354608740,
traditional,osm,zColo Poissonnière,,zColo France,FR,48.869582,2.347689,exact,,,,,,,,,Paris,,9373660259,
traditional,osm,BIX,,ISZT - BUDAPEST INTERNET EXCHANGE,HU,47.517942,19.055252,exact,,,,,,,,Victor Hugo,Budapest,,9379430388,
traditional,osm,,,OpenStreetMap France,FR,48.725863,2.077781,exact,,,,,,,,osm32;osm33;osm34;osm35;osm36;osm37,,,9403059298,
traditional,osm,BOX METER,,,ID,-2.855913,114.499332,exact,,,,,,,,,,,9403910973,
traditional,osm,,,Artec,DE,50.355261,8.753293,exact,,,,,,,,,,,9416500090,
traditional,osm,CityFibre Cabinets,,CityFibre,GB,51.570187,0.644776,exact,,,,,,,,,,,9458930462,
traditional,osm,Equinix,,Equinix,JP,35.617461,139.748147,exact,,,,,,,,,,,9502451401,
traditional,osm,,,,CN,40.315392,116.64112,exact,,,,,,,,,,,9536287665,
traditional,osm,ANH DOGE,,"ANH DOGE CO., LTD.",PH,10.522906,124.023085,exact,,,,,,,,,Danao,,9557048323,
traditional,osm,Modernización,,,AR,-28.459049,-65.763112,exact,,,,,,,,,,,9571035654,
traditional,osm,Pabellon 4,,,AR,-28.459557,-65.765878,exact,,,,,,,,,,,9577661001,
traditional,osm,Rack Modernización,,,AR,-28.447478,-65.756633,exact,,,,,,,,,,,9578033625,
traditional,osm,Easylinehost Finland Oy,,,FI,62.894175,27.659297,exact,,,,,,,,,Kuopio,,9626439921,
traditional,osm,Rack & Data,,,CA,43.423052,-80.472772,exact,,,,,,,,,Kitchener,,9664758614,
traditional,osm,DISKUS Polska,,,PL,49.982544,20.04799,exact,,,,,,,,,Wieliczka,,9665210160,
traditional,osm,Crown Castle Baltimore,,Crown Castle Fiber,US,39.287702,-76.606489,exact,,,,,,,,Baltimore,Baltimore,,9669340912,
traditional,osm,AiNET One Market Center,,AiNET,US,39.291758,-76.620374,exact,,,,,,,,BW1,Baltimore,,9669405859,
traditional,osm,Lumen McLean,,Lumen Technologies,US,38.920854,-77.211571,exact,,,,,,,,,McLean,,9669639033,
traditional,osm,Tietokettu,,Tietokettu,FI,61.315316,23.757195,exact,,,,,,,,2991794-7,Lempäälä,,9709502908,
traditional,osm,TierPoint Milwaukee,,,US,43.009794,-87.961093,exact,,,,,,,,,Milwaukee,,9721703993,
traditional,osm,Frontier Science,,,US,42.990201,-78.812384,exact,,,,,,,,,Amherst,,9736262934,
traditional,osm,مرکز تعویض پلاک,,,IR,34.070286,47.977702,exact,,,,,,,,,,,9741069824,
traditional,osm,فرمانداری شهرستان دلفان,,,IR,34.067273,47.975931,exact,,,,,,,,,,,9741069825,
traditional,osm,,,Magyar Telekom,HU,47.686314,17.636875,exact,,,,,,,,Adatpark Győr,Győr,,9753090080,
traditional,osm,,,Drávanet Zrt.,HU,47.553588,19.074132,exact,,,,,,,,Váci-188 Adatközpont,Budapest,,9753103752,
traditional,osm,Servergarden,,,HU,47.496626,19.117842,exact,,,,,,,,,Budapest,,9753103753,
traditional,osm,Invitech DC14,,Invitech Megoldások Zrt.,HU,47.508798,19.098015,exact,,,,,,,,DC14,Budapest,,9753118609,
traditional,osm,,,Drávanet Zrt.,HU,46.075047,18.210464,exact,,,,,,,,,,,9753165506,
traditional,osm,,,Magyar Telekom,HU,46.271447,20.1452,exact,,,,,,,,Adatpark Szeged,,,9753169515,
traditional,osm,,,ATW,HU,47.517759,19.058396,exact,,,,,,,,Dataland I.,Budapest,,9753176163,
traditional,osm,Elektron,,,FO,62.021601,-6.771076,exact,,,,,,,,,,,9768148106,
traditional,osm,Nepustil RZ4,,,DE,48.708838,9.170725,exact,,,,,,,,,,,9773275153,
traditional,osm,,,,DE,50.302683,7.167102,exact,,,,,,,,,,,9776934144,
traditional,osm,Central Computer Lab,,Malda College,IN,25.000615,88.136038,exact,,,,,,,,,,,9782477368,
traditional,osm,تربية المقدادية,,,IQ,33.974653,44.939037,exact,,,,,,,,,,,9793666222,
traditional,osm,505 Marquette,,,US,35.088629,-106.652646,exact,,,,,,,,,Albuquerque,,9808044830,
traditional,osm,123 Central,,bigbyte.cc,US,35.084449,-106.648985,exact,,,,,,,,,Albuquerque,,9808044840,
traditional,osm,TvMax Dpto.Tecnico,,,PY,-25.442851,-56.441936,exact,,,,,,,,,,,9855969151,
traditional,osm,,,,US,39.101182,-94.578821,exact,,,,,,,,,,,9861806598,
traditional,osm,GEN01,,Stack Infrastructure,CH,46.165376,6.107211,exact,,,,,,,,,Plan-les-Ouates,,9862219970,
traditional,osm,Amazon,,Amazon Web Services,CR,9.945711,-84.070705,exact,,,,,,,,,,,9878452494,
traditional,osm,ACI Sede si Sarzana,,,IT,44.109782,9.959917,exact,,,,,,,,,,,9884991527,
traditional,osm,Microsoft,,Microsoft,CN,23.134656,113.317548,exact,,,,,,,,,,,9903281673,
traditional,osm,Netrality Data Centers,,,US,39.100907,-94.581145,exact,,,,,,,,,Kansas City,,9922928085,
traditional,osm,forpsi DC CZ1,,forpsi,CZ,48.916612,14.132013,exact,,,,,,,,,,,9956577119,
traditional,osm,CDL,,,BR,-16.264687,-56.625432,exact,,,,,,,,,,,9958355135,
traditional,osm,DTC,,,FR,44.199019,0.837622,exact,,,,,,,,,,,9969529152,
traditional,osm,Microsoft,,Microsoft,PR,18.417436,-66.10899,exact,,,,,,,,,Guaynabo,,10014176940,
traditional,osm,مركز خدمات لشركة ارامكس,,,SY,33.546331,36.322808,exact,,,,,,,,,,,10020456958,
traditional,osm,Insight Data Ltd,,,GB,51.358002,-2.910562,exact,,,,,,,,,Weston-super-Mare,,10029665515,
traditional,osm,atNorth ICE01,,atNorth,IS,64.049465,-21.993466,exact,,,,,,,,,,,10062286674,
traditional,osm,Datagrex,,,FR,48.053855,0.187134,exact,,,,,,,,,Saint-Saturnin,,10089225111,
traditional,osm,IPB Internet Provider in Berlin GmbH,,,DE,52.502034,13.369301,exact,,,,,,,,,Berlin,,10147406397,
traditional,osm,Cologix,,Cologix,CA,45.879305,-72.546429,exact,,,,,,,,MTL9-H,Drummondville,,10151456045,
traditional,osm,中国银行数据中心,,,CN,40.033906,116.263298,exact,,,,,,,,,,,10171383675,
traditional,osm,Avalon 2,,Irideos,IT,45.480306,9.066904,exact,,,,,,,,,Settimo Milanese,,10177608934,
traditional,osm,Community Information Center,,Nima Om,BT,27.245217,90.944897,exact,,,,,,,,,,,10182165798,
traditional,osm,ECMWF - Centro Meteo Europeo,,ECMWF,IT,44.520098,11.360202,exact,,,,,,,,,,,10206899831,
traditional,osm,Supercalcolatore Leonardo - Rete EuroHPC,,Cineca,IT,44.520438,11.359426,exact,,,,,,,,,,,10206899878,
traditional,osm,DTiX,,,FR,47.340051,5.07767,exact,,,,,,,,,Saint-Apollinaire,,10241762412,
traditional,osm,RCAST Hosting,,,RO,45.426602,28.044302,exact,,,,,,,,,Galați,,10295346393,
traditional,osm,,,TIM,IT,44.99329,9.005672,exact,,,,,,,,,,,10316973933,
traditional,osm,Digital Realty AMS7,,Digital Realty,NL,52.281445,4.765313,exact,,,,,,,,AMS7,Schiphol-Rijk,,10435617347,
traditional,osm,Netrality,,Netrality,US,41.872881,-87.63344,exact,,,,,,,,,Chicago,,10537283366,
traditional,osm,24 hours fiberwork ag,,,CH,47.064375,8.277522,exact,,,,,,,,,Luzern,,10566132363,
traditional,osm,Brandaleone Lab for Data and Visualization,,Duke Libraries,US,36.003099,-78.938532,exact,,,,,,,,,,,10567817971,
traditional,osm,Miejska Sieć Komputerowa CzestMAN,,,PL,50.821987,19.111095,exact,,,,,,,,,,,10568811919,
traditional,osm,FoxNetwork,,Louis Beke,BE,50.706803,4.250412,exact,,,,,,,,,,,10607054827,
traditional,osm,CSC – IT Center for Science,,CSC,FI,64.231635,27.696506,exact,,,,,,,,,,,10648255815,
traditional,osm,LUMI (supercomputer),,EuroHPC/CSC,FI,64.23197,27.695611,exact,,,,,,,,,,,10648294221,
traditional,osm,Frontier (supercomputer),,Oak Ridge National Laboratory,US,35.929513,-84.310567,exact,,,,,,,,,,,10648552506,
traditional,osm,Leonardo (supercomputer),,CINECA,IT,44.486329,11.259782,exact,,,,,,,,,,,10648561696,
traditional,osm,Datacenter Thurgau,,EKT AG,CH,47.561965,8.887552,exact,,,,,,,,,,,10688935368,
traditional,osm,Microsoft,,Microsoft,CR,9.931225,-84.098824,exact,,,,,,,,,San José,,10749325391,
traditional,osm,Teja Services,,,MZ,-25.975504,32.425535,exact,,,,,,,,,,,10750169778,
