source,locality,name,operator,operator_confidence,operator_raw,operator_osm,osm_ref,status,sq_ft,mw,utility,utility_confidence,utility_candidates,utility_boundary_m,self_generation,self_generation_source,parcel_id,zoning_case,lon,lat
pw_building,Prince William County,Hansen Farm South,Hansen Farm South,unresolved,,,,Planned,228140,,NOVEC (co-op),unambiguous,,1580,,,7497-80-5986,REZ1990-0076,-77.566639,38.785155
pw_building,Prince William County,Manassas Tech Park North 1,Manassas Tech Park North 1,unresolved,,,,Planned,170000,,NOVEC (co-op),unambiguous,,413,,,7596-50-2719,REZ1985-0048,-77.545376,38.757197
pw_building,Prince William County,Manassas Tech Park North 2,Manassas Tech Park North 2,unresolved,,,,Planned,170000,,NOVEC (co-op),unambiguous,,417,,,7595-49-8655,REZ1985-0048,-77.546235,38.75571
pw_building,Prince William County,Manassas Data Center,Manassas Data Center,unresolved,,,,Planned,460740,,NOVEC (co-op),unambiguous,,508,,,7497-03-2210,REZ1989-0038,-77.5973,38.792327
pw_building,Prince William County,Redstone Tech Park South F,Redstone Tech Park South F,unresolved,,,,Planned,196102,,NOVEC (co-op),unambiguous,,696,,,7595-77-5466,PLN2007-00406,-77.536985,38.750466
pw_building,Prince William County,Redstone Tech Park South E,Redstone Tech Park South E,unresolved,,,,Planned,200785,,NOVEC (co-op),unambiguous,,816,,,7595-78-4035,REZ1998-0006,-77.537203,38.751739
pw_building,Prince William County,Patriot Business Center,Amazon Web Services,osm_tag,,Amazon Web Services,IAD52,Planned,252265,,NOVEC (co-op),unambiguous,,2320,yes (air permit),DEQ 73995 [operating],,REZ1969-0021,-77.550538,38.789995
pw_building,Prince William County,Six Towers 1,Six Towers 1,unresolved,,,,Pending,472626,,NOVEC (co-op),unambiguous,,5428,,,7892-50-1385,REZ2026-00019,-77.442207,38.648067
pw_building,Prince William County,Six Towers 2,Six Towers 2,unresolved,,,,Pending,472626,,NOVEC (co-op),unambiguous,,5478,,,7892-50-1385,REZ2026-00019,-77.438616,38.648327
pw_building,Prince William County,Redstone 3,Redstone 3,unresolved,,,,Planned,14387,,NOVEC (co-op),unambiguous,,649,,,7595-67-8821,REZ1994-0013,-77.539816,38.748524
pw_building,Prince William County,Redstone 4,Redstone 4,unresolved,,,,Planned,14387,,NOVEC (co-op),unambiguous,,704,,,7595-67-8821,REZ1994-0013,-77.539191,38.748592
pw_building,Prince William County,Amazon AWS IAD-F,Amazon (AWS),matched,,Amazon Web Services,IAD104,Planned,201000,,NOVEC (co-op),unambiguous,,421,yes (air permit),DEQ 74240 [operating],7695-17-9607,PLN2007-0074,-77.52271,38.748426
pw_building,Prince William County,Wellington Road West,Wellington Road West,unresolved,,,,Planned,255500,,NOVEC (co-op),unambiguous,,265,,,7497-04-7126,REZ1958-0021,-77.595766,38.795788
pw_building,Prince William County,Redstone Tech Park North E,Redstone Tech Park North E,unresolved,,,,Planned,148500,,NOVEC (co-op),unambiguous,,913,,,7595-88-0593,REZ1996-0016,-77.535472,38.753513
pw_building,Prince William County,Redstone Tech Park North D,Redstone Tech Park North D,unresolved,,,,Planned,190336,,NOVEC (co-op),unambiguous,,912,,,7595-78-0192,REZ1996-0016,-77.539181,38.753742
pw_building,Prince William County,Redstone Tech Park North C,Redstone Tech Park North C,unresolved,,,,Planned,248665,,NOVEC (co-op),unambiguous,,786,,,7595-69-4800,REZ1996-0016,-77.540795,38.75386
pw_building,Prince William County,Redstone Tech Park North B,Redstone Tech Park North B,unresolved,,,,Planned,405000,,NOVEC (co-op),unambiguous,,673,,,7595-69-2101,REZ1985-0048,-77.542535,38.754575
pw_building,Prince William County,Redstone Tech Park North A,Redstone Tech Park North A,unresolved,,,,Planned,270000,,NOVEC (co-op),unambiguous,,725,,,7595-69-2565,PLN2008-00253,-77.542117,38.75591
pw_building,Prince William County,Manassas Tech Center Building B,Manassas Tech Center Building B,unresolved,,,,Planned,210329,,NOVEC (co-op),unambiguous,,1021,yes (air permit),DEQ 74333 [planned],7596-62-9148.00,REZ2026-00022,-77.539852,38.762672
pw_building,Prince William County,Manassas Tech Center Building C,Manassas Tech Center Building C,unresolved,,,,Pending,256260,,NOVEC (co-op),unambiguous,,1247,yes (air permit),DEQ 74333 [planned],,,-77.53787,38.764036
pw_building,Prince William County,Wellington Road East,Wellington Road East,unresolved,,,,Planned,116550,,NOVEC (co-op),unambiguous,,322,,,7497-13-3597,REZ1958-0021,-77.593274,38.795215
pw_building,Prince William County,Digital Realty VA5,Digital Realty,matched,,Digital Realty,,Planned,155427,,NOVEC (co-op),unambiguous,,1986,,,7496-07-8757,REZ1958-0021,-77.595898,38.777322
pw_building,Prince William County,Amazon Parsons Business Park 6,Amazon (AWS),matched,,,,Planned,15943,,NOVEC (co-op),unambiguous,,5824,,,7891-69-0322,REZ2023-00028,-77.438306,38.645166
pw_building,Prince William County,SUDLEY MANOR DRIVE A,Iron Mountain,osm_tag,,Iron Mountain,,Pending,293236,,NOVEC (co-op),unambiguous,,1045,yes (air permit),DEQ 74333 [planned],,REZ2020-00010,-77.541859,38.764985
pw_building,Prince William County,Exeter Property Group,Exeter Property Group,unresolved,,,,Planned,155610,,NOVEC (co-op),unambiguous,,3081,,,7697-75-5985,REZ1987-0015,-77.501641,38.799772
pw_building,Prince William County,Astrid North,Astrid North,unresolved,,,,Planned,1700000,,NOVEC (co-op),unambiguous,,677,,,7497-61-8568,REZ1958-0021,-77.574196,38.791574
pw_building,Prince William County,Astrid South,Astrid South,unresolved,,,,Planned,1100000,,NOVEC (co-op),unambiguous,,1140,,,7497-61-8568,REZ1958-0021,-77.575344,38.787333
pw_building,Prince William County,Atlantic Funding 3,Atlantic Funding 3,unresolved,,,,Pending,200627,,Dominion (VEPCO),unambiguous_near_boundary,,47,,,8290-03-9812,REZ2026-00041,-77.319294,38.595385
pw_building,Prince William County,Atlantic Funding 2,Atlantic Funding 2,unresolved,,,,Pending,200627,,Dominion (VEPCO),unambiguous_near_boundary,,64,,,8290-03-9812,REZ2026-00041,-77.317547,38.597459
pw_building,Prince William County,Atlantic Funding 1,Atlantic Funding 1,unresolved,,,,Pending,200627,,Dominion (VEPCO),unambiguous_near_boundary,,52,,,8290-03-9812,REZ2026-00041,-77.316219,38.59913
pw_building,Prince William County,Yondr Bristow Campus Building 4,Yondr,matched_osm_differs,,Google,,Planned,167514,,NOVEC (co-op),unambiguous,,2362,yes (air permit),DEQ 74216 [operating],7496-47-2405,REZ2017-00023,-77.588201,38.776069
pw_building,Prince William County,Century Park 2,Century Park 2,unresolved,,,,Planned,164000,,NOVEC (co-op),unambiguous,,2876,yes (air permit),DEQ 73741 [operating],7597-54-9420.01,REZ1969-0021,-77.542337,38.796122
pw_building,Prince William County,Century Park 1,Century Park 1,unresolved,,,,Planned,252000,,NOVEC (co-op),unambiguous,,2697,,,7597-54-1893.01,REZ1969-0021,-77.544345,38.79773
pw_building,Prince William County,Power loft DC6,Amazon Web Services,osm_tag,,Amazon Web Services,,Planned,21340,,NOVEC (co-op),unambiguous_near_boundary,,92,yes (air permit),DEQ 73683 [operating],7595-96-0662,PLN2007-00535,-77.532234,38.746503
pw_building,Prince William County,Southgate South 1,Southgate South 1,unresolved,,,,Pending,303000,,NOVEC (co-op),unambiguous,,267,,,8190-90-6518,REZ2026-00044,-77.320348,38.591411
pw_building,Prince William County,Southgate South 3,Southgate South 3,unresolved,,,,Pending,303000,,NOVEC (co-op),unambiguous,,203,,,8190-90-6518,REZ2026-00044,-77.321094,38.587844
pw_building,Prince William County,Southgate South 2,Southgate South 2,unresolved,,,,Pending,303000,,NOVEC (co-op),unambiguous,,236,,,8190-90-6518,REZ2026-00044,-77.32073,38.589624
pw_building,Prince William County,CloudHQ Manassas Data Center 3,CloudHQ,matched,,,,Under Construction,523151,,Dominion (VEPCO),unambiguous,,690,yes (air permit),DEQ 74118 [planned],7695-41-6086,REZ2018-00001,-77.51167,38.733768
pw_building,Prince William County,Manassas Tech Park II South,Manassas Tech Park II South,unresolved,,,,Planned,198500,,NOVEC (co-op),unambiguous,,388,,,7595-59-2712,REZ1985-0048,-77.545577,38.753627
pw_building,Prince William County,Equinix Manassas DC19,Equinix,matched,,Equinix,DC14,Planned,85125,,NOVEC (co-op),unambiguous,,3927,,,7697-47-2201,REZ1998-0027,-77.513108,38.802996
pec,Caroline County,Mattameade Tech Campus,Amazon (AWS),matched,Amazon Data Services Inc,,,Proposed,4500000,,REC (co-op),unambiguous,,9882,,,27-A-4A,,-77.491153,38.114647
pec,Caroline County,VALCO Data Center Park,VALCO CAROLINE COUNTY,unresolved,VALCO CAROLINE COUNTY,,,Proposed,1216000,,REC (co-op),unambiguous,,13266,,,80-A-43,,-77.543872,37.924103
pec,Caroline County,Carmel Church Data Hub,W & F PARTNERS,unresolved,W & F PARTNERS,,,Proposed,1600000,,REC (co-op),unambiguous,,13821,,,82-14-A,,-77.477973,37.939327
pec,Chesterfield County,Digital Fortress: Richmond,Chirisa,matched_osm_differs,CHIRISA RICHMOND LLC,Digital Fortress,,Existing,242042,25.0,Dominion (VEPCO),unambiguous,,9645,yes (air permit),DEQ 52432 [operating],823657720300000,,-77.327411,37.360482
pec,Chesterfield County,Virginia Information Technologies Agency,SLK Global (enterprise),matched,SLK GLOBAL SOLUTIONS AMERICA,,,Existing,192195,,Dominion (VEPCO),unambiguous,,9959,yes (air permit),DEQ 52173 [operating],822656429800000,,-77.331778,37.360415
pec,Culpeper County,Equinix,Equinix,matched,EQUINIX,Equinix,,Existing,370000,,REC (co-op),unambiguous,,154,,,51-83A1,,-77.978276,38.454939
pec,Culpeper County,SWIFT,SWIFT (enterprise),matched,SWIFT,,,Existing,90000,,Culpeper (municipal),unambiguous_near_boundary,,102,,,51 83F,,-77.98348,38.455539
pec,Culpeper County,Cielo Digital Infrastructure,EdgeCore,matched,Edgecore,,,Proposed,1400000,,REC (co-op),unambiguous,,246,,,41-110,,-77.963531,38.466786
pec,Culpeper County,CloudHQ,CloudHQ,matched,CloudHQ,,,Proposed,2100000,,REC (co-op),unambiguous,,162,,,41-106D,,-77.977615,38.461639
pec,Culpeper County,Copper Ridge,STACK Infrastructure,matched,STACK INFRASTRUCTURE,,,Proposed,2200000,,Culpeper (municipal),unambiguous,,445,,,,,-77.987389,38.465295
pec,Culpeper County,Culpeper Technology Campus,STACK Infrastructure,matched,STACK INFRASTRUCTURE,,,Proposed,2100000,,Culpeper (municipal),unambiguous,,229,,,,,-77.987731,38.460241
pec,Culpeper County,Marvell Developments,Amazon (AWS),matched,Amazon Data Services Inc,,,Proposed,445000,,Dominion (VEPCO),unambiguous,,1011,,,54-14C,,-77.875761,38.435802
pec,Culpeper County,DataBank,DataBank,matched,Databank,,,Proposed,900000,,Dominion (VEPCO),unambiguous,,288,,,51-84E,,-77.978186,38.449959
pec,Culpeper County,Keyser Farm,"Red Ace, Keyser Family",unresolved,"Red Ace, Keyser Family",,,Proposed,1506582,,Dominion (VEPCO),unambiguous,,384,,,41-97,,-77.973753,38.469711
pec,Fairfax County,Amazon Web Services Mallory,Amazon (AWS),matched,Amazon Data Services Inc,Amazon Web Services,,Existing,440870,,Dominion (VEPCO),unambiguous,,600,yes (air permit),DEQ 74239 [operating],0341 03 0013,,-77.453811,38.904927
pec,Fairfax County,AWS Westfax A,Amazon (AWS),matched,Amazon Data Services Inc,Amazon Web Services,IAD-1,Existing,95000,,Dominion (VEPCO),unambiguous,,1098,yes (air permit),DEQ 73294 [operating],0343 09 0004,,-77.454029,38.897989
pec,Fairfax County,AWS Westfax B,Amazon (AWS),matched,Amazon Data Services Inc,Amazon Web Services,IAD-9,Existing,95000,,Dominion (VEPCO),unambiguous,,922,yes (air permit),DEQ 73294 [operating],0343 09 0003A,,-77.453439,38.899592
pec,Fairfax County,BIT HOLDINGS FIFTY-FOUR,BIT HOLDINGS FIFTY-FOUR INC,unresolved,BIT HOLDINGS FIFTY-FOUR INC,,,Existing,338364,,Dominion (VEPCO),unambiguous,,2613,yes (air permit),DEQ 73813 [operating],0552 01 0019,,-77.393411,38.860842
pec,Fairfax County,CHANTILLY TECHNOLOGY PARTNERS,Digital Realty,osm_tag,CHANTILLY TECHNOLOGY PARTNERS LLC,Digital Realty,,Existing,145409,,Dominion (VEPCO),unambiguous,,246,,,0332 01 0010D,,-77.472694,38.91007
pec,Fairfax County,COPT STONECROFT,COPT,matched,COPT STONECROFT LLC,,,Existing,320330,,NOVEC (co-op),unambiguous,,424,,,0432 02 0039C,,-77.461776,38.876262
pec,Fairfax County,Coresite 12100 SV & 12098 SV,CoreSite,matched,Coresite,CoreSite,,Existing,332957,,Dominion (VEPCO),unambiguous,,6998,yes (air permit),DEQ 74130 [operating],0173 01 0032A,,-77.371707,38.948457
pec,Fairfax County,Coresite 12100 SV & 12098 SV,CoreSite,matched,Coresite,CoreSite,,Proposed,610643,,Dominion (VEPCO),unambiguous,,6998,yes (air permit),DEQ 74130 [operating],0173 01 0032A,,-77.371707,38.948457
pec,Fairfax County,SUNRISE TECHNOLOGY PARK,CoreSite,matched,Coresite,CoreSite,,Existing,423341,,Dominion (VEPCO),unambiguous,,7637,yes (air permit),DEQ 72296 [operating],0173 083A0001A,,-77.36489,38.950704
pec,Fairfax County,LEMUR PROPERTIES LLC,Digital Realty,matched,Digital Realty,Digital Realty,VA3,Existing,264888,,Dominion (VEPCO),unambiguous,,7881,yes (air permit),DEQ 73567 [operating],0183 08 0009A,,-77.32714,38.948556
pec,Fairfax County,ELIAS DC ASSETS,DataBank,osm_tag,ELIAS DC ASSETS LLC,DataBank,IAD2,Existing,69089,,Dominion (VEPCO),unambiguous,,5394,yes (air permit),DEQ 73717 [operating],0294 06 0097F,,-77.213476,38.919979
pec,Fairfax County,Equinix DC 97,Equinix,matched,LDI PROPCO 2 LLC,Equinix,,Existing,63912,,Dominion (VEPCO),unambiguous,,6737,,,0162 54 0002,,-77.377431,38.961671
pec,Fairfax County,LEE ROAD PROPERTY,LEE ROAD PROPERTY LLC,unresolved,LEE ROAD PROPERTY LLC,,,Existing,20118,,Dominion (VEPCO),unambiguous,,1093,yes (air permit),DEQ 74350 [planned],0343 01 0023E1,,-77.453678,38.890537
pec,Fairfax County,Northrop Grumman Systems Corporation,Northrop Grumman (enterprise),matched,NORTHROP GRUMMAN SYSTEMS CORP,,,Existing,602257,,Dominion (VEPCO),unambiguous,,5067,yes (air permit),DEQ 73798 [operating],0303 28 C2,,-77.206844,38.921877
pec,Fairfax County,Northrop Grummon Systems Corporation,Northrop Grumman (enterprise),matched,NORTHROP GRUMMAN SYSTEMS CORP,,,Existing,358898,,Dominion (VEPCO),unambiguous,,10917,yes (air permit),DEQ 73872 [operating],0494 13 0013,,-77.215622,38.867814
pec,Fairfax County,RDC-1807 MICHAEL FARADAY COURT,Evocative,osm_tag,RDC-1807 MICHAEL FARADAY COURT LLC,Evocative,IAD1,Existing,30609,,Dominion (VEPCO),unambiguous,,8018,yes (air permit),DEQ 73567 [operating],0183 05 0010,,-77.329223,38.948863
pec,Fairfax County,Roosevelt Building,Lumen Technologies,osm_tag,YOSEMITE DC ASSETS LLC,Lumen Technologies,,Existing,72546,,Dominion (VEPCO),unambiguous,,5357,yes (air permit),DEQ 73717 [operating],0294 06 0105,,-77.211757,38.919982
pec,Fairfax County,Science Applications International Corp (SAIC),DISCOVERY SQUARE LLC,unresolved,DISCOVERY SQUARE LLC,,,Existing,,,Dominion (VEPCO),unambiguous,,8893,,,0173 01 0005,,-77.349987,38.952652
pec,Fairfax County,TFG INDEPENDENCE CENTER I PROPERTY,TFG INDEPENDENCE CENTER I PROPERTY LLC,unresolved,TFG INDEPENDENCE CENTER I PROPERTY LLC,,,Existing,293514,,NOVEC (co-op),unambiguous_near_boundary,,120,,,0432 02 0029B2,,-77.462236,38.880273
pec,Fairfax County,Tysons Enterprise West,Equinix,matched,EQUINIX,Equinix,DC7,Existing,202500,,Dominion (VEPCO),unambiguous,,6734,yes (air permit),DEQ 71804 [operating],0392 01 0013D,,-77.2205,38.909006
pec,Fairfax County,VA 95 BUILDING NINE LP,VA 95 BUILDING NINE LP,unresolved,VA 95 BUILDING NINE LP,,,Existing,69832,,Dominion (VEPCO),unambiguous,,9540,,,0991 12 0010,,-77.20798,38.739192
pec,Fairfax County,Valo Park,TAMARES 7950 OWNER LLC,unresolved,TAMARES 7950 OWNER LLC,,,Existing,842366,,Dominion (VEPCO),unambiguous,,4167,,,0292 15 C1,,-77.218591,38.932386
pec,Fairfax County,AVION DATA CENTER,Amazon (AWS),matched,Amazon Data Services Inc,Amazon Web Services,,Proposed,768392,,Dominion (VEPCO),unambiguous,,519,yes (air permit),DEQ 74239 [operating],0341 03 0013,,-77.452673,38.904543
pec,Fairfax County,AWS Loisdale Station,Amazon (AWS),matched,Amazon Data Services Inc,Amazon Web Services,,Proposed,240000,,Dominion (VEPCO),unambiguous,,8398,yes (air permit),DEQ 74272 [operating],0992 01 0008A,,-77.186427,38.742267
pec,Fairfax County,"PARKSTONE TECH PARK, LLC","PARKSTONE TECH PARK, LLC",unresolved,"PARKSTONE TECH PARK, LLC",,,Proposed,500000,,NOVEC (co-op),unambiguous,,707,,,0434 06 0037B,,-77.465633,38.87255
pec,Fairfax County,PDCREF 2 Chantilly,PDCREF 2 CHANTILLY LLC,unresolved,PDCREF 2 CHANTILLY LLC,,,Proposed,402000,,Dominion (VEPCO),unambiguous,,283,,,0332 01 0006,,-77.465251,38.903057
pec,Fairfax County,Perspecta Datacenter Campus,Amazon (AWS),matched,Amazon Data Services Inc,Amazon Web Services,IAD-167,Existing,271471,,Dominion (VEPCO),unambiguous,,1501,yes (air permit),DEQ 74273 [operating],0244 01 0006B8,,-77.426835,38.923346
pec,Fairfax County,Perspecta Datacenter Campus,Amazon (AWS),matched,Amazon Data Services Inc,Amazon Web Services,IAD-167,Proposed,1046632,,Dominion (VEPCO),unambiguous,,1501,yes (air permit),DEQ 74273 [operating],0244 01 0006B8,,-77.426835,38.923346
pec,Fairfax County,Renaissance Technology Park,RP INDUSTRIAL OWNER II LLC,unresolved,RP INDUSTRIAL OWNER II LLC,,,Proposed,2136040,,Dominion (VEPCO),unambiguous,,2226,yes (air permit),DEQ 74336 [planned],0242 14 0004,,-77.423865,38.932446
pec,Fauquier County,DATA CENTER VINT HILL,DATA CENTER VINT HILL LLC,unresolved,DATA CENTER VINT HILL LLC,,,Existing,84199,,NOVEC (co-op),unambiguous,,663,,,7915-86-3249-000,,-77.674257,38.747419
pec,Fauquier County,Gigaland Remington,Gigaland Data Centers,unresolved,Gigaland Data Centers,,,Proposed,1600000,,Dominion (VEPCO),unambiguous,,367,,,6887-78-2050-000,,-77.78287,38.534484
pec,Fauquier County,Maple Tree Farm,Maple Tree Farm,unresolved,,,,Proposed,,,Dominion (VEPCO),unambiguous,,1984,,,6983-96-2271-000,,-77.779729,38.691586
pec,Fauquier County,Remington Technology Park,REMINGTON TECHNOLOGY PARK LTD PTNRSHP,unresolved,REMINGTON TECHNOLOGY PARK LTD PTNRSHP,,,Proposed,1700000,300.0,Dominion (VEPCO),unambiguous,,1081,,,6888-60-2817-000,,-77.789075,38.540508
pec,Fauquier County,SAMX Data Center,SAMX Data,unresolved,SAMX Data,,,Proposed,1140000,,Dominion (VEPCO),unambiguous,,799,,,6888-62-0664-000,,-77.783403,38.543182
pec,Fauquier County,Vint Hill Technology Campus (CyrusOne),CyrusOne,matched,C1 Vint Hill LLC,,,Proposed,981000,,NOVEC (co-op),unambiguous,,537,,,7915-88-3261-000,,-77.673496,38.752282
pec,Fauquier County,Warrenton Amazon Data Center,Amazon (AWS),matched,Amazon Data Services Inc,,,Proposed,220000,,Dominion (VEPCO),unambiguous,,1473,yes (air permit),DEQ 74271 [planned],6984-69-2419-000,,-77.787531,38.729474
pec,Frederick County,Middletown Data Center,MIDDLETOWN DATA CENTER LLC,unresolved,MIDDLETOWN DATA CENTER LLC,,,Existing,33483,6.7,REC (co-op),unambiguous,,185,yes (air permit),DEQ 80941 [operating],90 A 58C,,-78.290931,39.01765
pec,Hanover County,Pixel Factory,PIXEL FACTORY DEVELOPMENT LLC,unresolved,PIXEL FACTORY DEVELOPMENT LLC,,,Existing,6000,,Dominion (VEPCO),unambiguous,,9060,,,7797-09-6870,,-77.436271,37.699009
pec,Hanover County,Tract Technology Campus,VALCO HANOVER COUNTY,unresolved,VALCO HANOVER COUNTY,,,Proposed,11000000,,Dominion (VEPCO),unambiguous,,706,,,7881-62-7381,,-77.440396,37.786198
pec,Harrisonburg City,DBT Data Cyber Integration Center,DBT Data,matched,AC 139 TYCO STREET LLC,,,Existing,95500,,Harrisonburg (municipal),unambiguous,,624,yes (air permit),DEQ 81609 [operating],041 E 3,,-78.856794,38.462488
pec,Harrisonburg City,DBT DATA Cyber Integration Center,DBT Data,matched,AC 139 TYCO STREET LLC,,,Proposed,30000,,Harrisonburg (municipal),unambiguous,,624,yes (air permit),DEQ 81609 [operating],041 E 3,,-78.856794,38.462488
pec,Henrico County,Bank of America,Bank of America,osm_tag,Bank of America,Bank of America,,Existing,382408,,Dominion (VEPCO),unambiguous,,18946,,,849-706-0950,,-77.23808,37.495662
pec,Henrico County,Cavalier Innsbrook Data Center,HIGHWOODS PROP,unresolved,HIGHWOODS PROP,,,Existing,,,Dominion (VEPCO),unambiguous,,7898,,,750-765-9452,,-77.573923,37.660876
pec,Henrico County,EdgeConneX Richmond - EDCRIC01,NORTH RUN LH LLC,unresolved,NORTH RUN LH LLC,,,Existing,17888,,Dominion (VEPCO),unambiguous,,14325,,,781-757-7788,,-77.467785,37.63892
pec,Henrico County,6200 TECHNOLOGY BLVD,Meta,matched,FACEBOOK,Meta,,Existing,320459,,Dominion (VEPCO),unambiguous,,17401,yes (air permit),DEQ 52629 [operating],849-701-2260,,-77.236464,37.481849
pec,Henrico County,7301 TECHNOLOGY BLVD,Meta,matched,FACEBOOK,Meta,,Existing,338899,,Dominion (VEPCO),unambiguous,,16951,,,852-700-2714,,-77.22688,37.478311
pec,Henrico County,Infotel Systems Data Center,Infotel,unresolved,Infotel,,,Existing,572,,Dominion (VEPCO),unambiguous,,16539,,,780-748-2431,,-77.473484,37.612851
pec,Henrico County,Lumen Richmond 1,Lumen,matched_osm_differs,LEVEL 3 COMMUNICATIONS LLC,Flexential,,Existing,36508,,Dominion (VEPCO),unambiguous,,14066,,,790-760-2582,,-77.438443,37.646784
pec,Henrico County,Lumen Richmond 2,Lumen,matched,LEVEL 3 COMMUNICATIONS LLC,,,Existing,5522,,Dominion (VEPCO),unambiguous,,14345,,,771-752-8623,,-77.502674,37.623895
pec,Henrico County,White Oak Tech Park (QTS),QTS,matched_osm_differs,QTS,Quality Technology Services,,Existing,769186,,Dominion (VEPCO),unambiguous,,18339,,,847-703-4371,,-77.246034,37.489465
pec,Henrico County,Project Tropical,Meta,matched,FACEBOOK,,,Proposed,675000,,Dominion (VEPCO),unambiguous,,16496,,,850-698-1623,,-77.234778,37.473799
pec,Henrico County,Atlantic Crossing,ATLANTIC CROSSING LLC,unresolved,ATLANTIC CROSSING LLC,,,Proposed,,,Dominion (VEPCO),unambiguous,,20171,,,840-713-3163,,-77.260427,37.504286
pec,King George County,Birchwood AWS,Amazon (AWS),matched,Amazon Data Services Inc,,,Proposed,7250000,,Dominion (VEPCO),unambiguous,,510,,,21 50,,-77.317728,38.266402
pec,Loudoun County,Loudoun Commerce Center,Amazon (AWS),matched_osm_differs,Amazon Data Services Inc,Centersquare,IAD1-C,Proposed,311670,,Dominion (VEPCO),unambiguous,,4711,yes (air permit),DEQ 73160 [operating],030208833000,,-77.410069,39.022398
pec,Loudoun County,MECP 1 ASHBURN 2 LLC,EdgeCore,matched_osm_differs,Edgecore,CyrusOne,NVA8,Proposed,348000,,Dominion (VEPCO),unambiguous,,4810,yes (air permit),DEQ 74306 [planned],030292034000,,-77.415119,39.02199
pec,Loudoun County,NV-8 CYRUSONE,CyrusOne,matched,C1 NORTHERN VIRGINIA - STERLING VIII LLC,CyrusOne,NVA8,Existing,154100,,Dominion (VEPCO),unambiguous,,4871,yes (air permit),DEQ 74164 [operating],030296913000,,-77.413366,39.021246
pec,Loudoun County,CYXTERA DC2 COLOCATION,Peterson/Medina,matched_osm_differs,MEDINA DC 2 ASSETS LLC,Centersquare,IAD1-A,Existing,89072,,Dominion (VEPCO),unambiguous,,4648,yes (air permit),DEQ 74164 [operating],030297084000,,-77.413183,39.023248
pec,Loudoun County,Manekin Plaza,Amazon (AWS),matched,Amazon Data Services Inc,,,Proposed,313000,,Dominion (VEPCO),unambiguous,,4543,yes (air permit),DEQ 73160 [operating],030309421000,,-77.407891,39.023774
pec,Loudoun County,MARIES TECH PARK LLC,Amazon (AWS),matched,Amazon Data Services Inc,Amazon Web Services,IAD117,Existing,426710,,Dominion (VEPCO),unambiguous,,4664,yes (air permit),DEQ 74170 [operating],030382006000,,-77.419503,39.023999
pec,Loudoun County,45845 NOKES BLVD,Peterson/Medina,matched_osm_differs,MEDINA DC 2 ASSETS LLC,Centersquare,IAD1-B,Existing,79300,,Dominion (VEPCO),unambiguous,,4606,yes (air permit),DEQ 74306 [planned],030391106000,,-77.415268,39.023867
pec,Loudoun County,C1 NORTHERN VA - STERLING I-III,CyrusOne,matched,CyrusOne,CyrusOne,NVA1;NVA2;NVA3,Existing,420000,48.0,Dominion (VEPCO),unambiguous,,4354,yes (air permit),DEQ 74086 [operating],030393965001,,-77.414536,39.026067
pec,Loudoun County,CYXTERA COLOCATION,Peterson/Medina,matched_osm_differs,MEDINA DC 2 ASSETS LLC,Centersquare,IAD1-C,Existing,135500,,Dominion (VEPCO),unambiguous,,4467,yes (air permit),DEQ 74086 [operating],030399036000,,-77.412335,39.024801
pec,Loudoun County,Vantage V2 Campus 22318 Glenn Drive,Vantage,matched,VANTAGE DATA CENTERS VA2 LLC,Vantage Data Centers,VA2,Existing,565680,,Dominion (VEPCO),unambiguous,,1674,yes (air permit),DEQ 74242 [operating],032155119000,,-77.43019,38.997973
pec,Loudoun County,CPUS STERLING LP,Amazon Web Services,osm_tag,CPUS STERLING LP,Amazon Web Services,IAD91,Existing,441780,,Dominion (VEPCO),unambiguous_near_boundary,,41,yes (air permit),DEQ 74121 [operating],033201325000,,-77.410862,38.987746
pec,Loudoun County,23005 INTERNATIONAL DR,Amazon Web Services,osm_tag,DULLES NCP II LLC,Amazon Web Services,IAD175,Existing,169960,,Dominion (VEPCO),unambiguous_near_boundary,,119,yes (air permit),DEQ 74153 [operating],034263373000,,-77.425622,38.979998
pec,Loudoun County,22945 INTERNATIONAL DR AWS,Amazon (AWS),matched,Amazon Data Services Inc,Amazon Web Services,IAD144,Existing,147900,,Dominion (VEPCO),unambiguous,,355,yes (air permit),DEQ 74153 [operating],034357851000,,-77.427514,38.982157
pec,Loudoun County,DULLES NCP LLC,Amazon Web Services,osm_tag,DULLES NCP LLC,Amazon Web Services,IAD145,Existing,203200,,Dominion (VEPCO),unambiguous_near_boundary,,141,yes (air permit),DEQ 74153 [operating],034365461000,,-77.424852,38.982399
pec,Loudoun County,WATERSIDE AWS,Amazon (AWS),matched,WATERSIDE I LLC,Amazon Web Services,IAD140,Existing,976046,,NOVEC (co-op),unambiguous,,298,yes (air permit),DEQ 74184 [operating],034385918000,,-77.417931,38.981249
pec,Loudoun County,NV-4 CYRUSONE LLC,CyrusOne,matched,C1 NORTHERN VIRGINIA - STERLING IV LLC,CyrusOne,CyrusOne Northern Virginia Sterling IV,Existing,128500,13.0,Dominion (VEPCO),unambiguous,,289,yes (air permit),DEQ 74109 [operating],034462865000,,-77.425815,38.984685
