provider_id,holding_company,technology_code,technology_code_desc,location_count_res,unit_count_res,location_count_bus,unit_count_bus
380132,Peoples State Bank,70,Unlicensed Fixed Wireless,5398,5436,5398,5436
380138,VEOpoint,70,Unlicensed Fixed Wireless,2904,3068,2904,3068
380139,Connection Concepts LLC,70,Unlicensed Fixed Wireless,7707,8613,7707,8613
380139,Connection Concepts LLC,72,LBR Fixed Wireless,22894,26236,22894,26236
380146,W S Electronics LLC,70,Unlicensed Fixed Wireless,4851,5606,4851,5606
380149,"WiFires Communications, LLC",50,Fiber to the Premises,285,382,285,382
380149,"WiFires Communications, LLC",70,Unlicensed Fixed Wireless,4654,5819,4504,5643
380149,"WiFires Communications, LLC",72,LBR Fixed Wireless,11043,15198,10886,15002
380150,WiSpan Internet LLC,70,Unlicensed Fixed Wireless,11783,12255,11783,12255
380153,"Zion Broadband, Inc.",70,Unlicensed Fixed Wireless,7360,8530,7342,8506
380158,"Ayera Technologies, Inc.",71,Licensed Fixed Wireless,177556,219913,177556,219913
380159,"Xbar7 Communications, inc",50,Fiber to the Premises,109,109,109,109
380159,"Xbar7 Communications, inc",70,Unlicensed Fixed Wireless,839,860,839,860
380167,"Net Ops Communications, LLC",70,Unlicensed Fixed Wireless,159,169,158,168
380167,"Net Ops Communications, LLC",72,LBR Fixed Wireless,79105,103399,79105,103399
380173,Valley Internet,70,Unlicensed Fixed Wireless,26583,30841,26589,30847
380173,Valley Internet,71,Licensed Fixed Wireless,8,8,12,12
380175,SkyRider Communications LLC,50,Fiber to the Premises,1604,1800,3616,4988
380175,SkyRider Communications LLC,70,Unlicensed Fixed Wireless,0,0,40510,47459
380177,"Xiber, LLC",50,Fiber to the Premises,8,349,13,268
380177,"Xiber, LLC",70,Unlicensed Fixed Wireless,30716,52615,3754,17593
380177,"Xiber, LLC",71,Licensed Fixed Wireless,4,55,10,357
380178,"MidwayNet, LLC",70,Unlicensed Fixed Wireless,10354,10818,10153,10617
380178,"MidwayNet, LLC",72,LBR Fixed Wireless,17,17,17,17
390001,A&A Communications LLC,50,Fiber to the Premises,830,909,830,909
390002,Acadiana Broadband,70,Unlicensed Fixed Wireless,14681,15625,14681,15625
390006,Air Bridge Broadband LLC,50,Fiber to the Premises,13231,17150,13231,17150
390006,Air Bridge Broadband LLC,70,Unlicensed Fixed Wireless,50293,61814,34005,38890
390008,"Applied Technology Group, Inc.",70,Unlicensed Fixed Wireless,219486,278987,219486,278987
390015,"Bluegrass Fiber, LLC",72,LBR Fixed Wireless,19041,23255,19041,23255
390018,Central Virginia Electric Cooperative,50,Fiber to the Premises,74153,77975,74153,77975
390021,City of Mont Belvieu,50,Fiber to the Premises,3457,3793,3457,3793
390031,"Crazy Communications, LLC",50,Fiber to the Premises,181,201,1,1
390031,"Crazy Communications, LLC",70,Unlicensed Fixed Wireless,12224,14172,471,1096
390034,"Eastern Carolina Broadband, LLC",70,Unlicensed Fixed Wireless,3828,4049,666,761
390044,Gibson Electric Membership Corporation,50,Fiber to the Premises,37411,38932,37411,38932
390046,"Great Lakes Energy Connections, Inc.",50,Fiber to the Premises,64091,66276,64091,66276
390048,"Hawk Networks, Inc.",10,Copper,5,165,0,0
390048,"Hawk Networks, Inc.",40,Cable,2,2,0,0
390048,"Hawk Networks, Inc.",70,Unlicensed Fixed Wireless,55820,70852,53074,68095
390050,Holston Electric Cooperative,50,Fiber to the Premises,27565,29848,27565,29848
390052,Indianola Municipal Utilities,50,Fiber to the Premises,5721,7372,5721,7372
390056,ShastaBeam,70,Unlicensed Fixed Wireless,15370,20243,15370,20243
390056,ShastaBeam,72,LBR Fixed Wireless,37763,50324,37763,50324
390057,IT Works LLC,70,Unlicensed Fixed Wireless,4813,5200,0,0
390061,Kit Carson Electric Cooperative Inc.,50,Fiber to the Premises,20036,25059,3266,4784
390062,Krms Products LLC,70,Unlicensed Fixed Wireless,11102,13674,11102,13674
390065,"Lightwave Communications, LLC",50,Fiber to the Premises,484,484,484,484
390065,"Lightwave Communications, LLC",70,Unlicensed Fixed Wireless,1298,1312,1012,1026
390067,Locality Networks Inc.,50,Fiber to the Premises,532,603,71,77
390068,Logonix Corporation,50,Fiber to the Premises,3129,5534,3129,5534
390068,Logonix Corporation,72,LBR Fixed Wireless,15808,19635,15808,19635
390073,"Michwave Technologies, Inc.",50,Fiber to the Premises,491,519,491,519
390073,"Michwave Technologies, Inc.",70,Unlicensed Fixed Wireless,31447,49803,31051,49332
390073,"Michwave Technologies, Inc.",72,LBR Fixed Wireless,7934,11449,7922,11432
390075,"MINetworks, Inc.",70,Unlicensed Fixed Wireless,1271,1642,52,55
390080,Fiberwave,70,Unlicensed Fixed Wireless,878,881,733,735
390085,"PD Fiber, LLC",50,Fiber to the Premises,10901,11873,10901,11873
390089,Premier Holdings LLC,50,Fiber to the Premises,2259,2455,2259,2455
390089,Premier Holdings LLC,70,Unlicensed Fixed Wireless,3588,4056,3581,4049
390089,Premier Holdings LLC,71,Licensed Fixed Wireless,2334,2690,2272,2627
390089,Premier Holdings LLC,72,LBR Fixed Wireless,2687,2814,2681,2808
390099,Project A Inc.,70,Unlicensed Fixed Wireless,71953,94820,71953,94820
390101,SEMO Electric Cooperative,50,Fiber to the Premises,22464,23978,22464,23978
390102,"Shawn Barker Construction, Inc.",70,Unlicensed Fixed Wireless,15108,17618,15108,17618
390103,"Sierra Nevada Communications, LLC",40,Cable,3723,3880,3723,3880
390103,"Sierra Nevada Communications, LLC",50,Fiber to the Premises,247,289,247,289
390103,"Sierra Nevada Communications, LLC",70,Unlicensed Fixed Wireless,137,173,137,173
390106,South Central Arkansas Electric Cooperative,50,Fiber to the Premises,27110,29196,27110,29196
390107,"Southeast MN Wifi, LLC",50,Fiber to the Premises,1199,1248,1199,1248
390107,"Southeast MN Wifi, LLC",72,LBR Fixed Wireless,39522,49076,39522,49076
390110,"Starry, Inc.",50,Fiber to the Premises,331,31716,0,0
390110,"Starry, Inc.",71,Licensed Fixed Wireless,157677,2779279,0,0
390111,"Strada Communications, LLC",50,Fiber to the Premises,7523,8562,7523,8562
390113,SWIFT Services LLC,50,Fiber to the Premises,2528,2868,2528,2868
390116,Taylor Electric Cooperative,50,Fiber to the Premises,3763,4085,37,39
390120,Tennessee Independent Telecom Group LLC,50,Fiber to the Premises,0,0,23,79
390121,"The Butler Rural Electric Cooperative Association, Inc.",50,Fiber to the Premises,10309,11254,10309,11254
390121,"The Butler Rural Electric Cooperative Association, Inc.",70,Unlicensed Fixed Wireless,5814,6157,5814,6157
390121,"The Butler Rural Electric Cooperative Association, Inc.",72,LBR Fixed Wireless,16642,18859,16642,18859
390122,"Tombigbee Electric Cooperative, Inc.",50,Fiber to the Premises,49873,54575,49873,54575
390123,Tri-County Electric Cooperative,50,Fiber to the Premises,29100,30551,29100,30551
390124,Tri-County Electric Membership Corporation,50,Fiber to the Premises,31959,33863,31959,33863
390138,"Egyptian Communication Services, Inc.",10,Copper,109,112,109,112
390138,"Egyptian Communication Services, Inc.",50,Fiber to the Premises,1176,1334,1176,1334
390139,"American Georgetown, Inc.",10,Copper,507,525,507,525
390142,Barger Creek LLC,50,Fiber to the Premises,1,1,1,1
390142,Barger Creek LLC,72,LBR Fixed Wireless,3250,3266,229,241
390152,Wireless Broadband Solutions Inc.,70,Unlicensed Fixed Wireless,765,810,78,121
390155,DM Wireless LLC,50,Fiber to the Premises,7529,9363,7529,9363
390155,DM Wireless LLC,70,Unlicensed Fixed Wireless,748272,1032360,748272,1032360
390157,"yondoo Broadband, LLC",40,Cable,1760,4299,1760,4299
390157,"yondoo Broadband, LLC",50,Fiber to the Premises,2435,3649,2435,3649
390162,"Planet Networks, Inc.",50,Fiber to the Premises,52084,63349,52084,63349
390164,"Southern Fiber Worx, LLC",50,Fiber to the Premises,4416,5582,4416,5582
390166,"Mansfield Community Fiber, Inc.",50,Fiber to the Premises,1691,1763,1691,1763
390167,ZiTEL LLC,50,Fiber to the Premises,23073,24942,23073,24942
400001,Advantage Communications,70,Unlicensed Fixed Wireless,3070,3464,3070,3464
400002,Big Red Communications,70,Unlicensed Fixed Wireless,28034,34847,27944,34757
400002,Big Red Communications,71,Licensed Fixed Wireless,99,130,99,130
400006,"Carbon Valley Internet, LLC",50,Fiber to the Premises,856,875,0,0
400006,"Carbon Valley Internet, LLC",70,Unlicensed Fixed Wireless,35,35,35,35
400008,Chisholm Broadband,10,Copper,4,79,4,79
400008,Chisholm Broadband,70,Unlicensed Fixed Wireless,58514,64916,58061,64436
400008,Chisholm Broadband,72,LBR Fixed Wireless,9087,10687,9089,10689
400009,"City of Bardstown, KY",40,Cable,17549,19738,17549,19738
400009,"City of Bardstown, KY",50,Fiber to the Premises,6037,7115,6037,7115
400010,"City of Marshall, Michigan",50,Fiber to the Premises,2745,3550,2745,3550
400012,Countrymen Communications Inc.,70,Unlicensed Fixed Wireless,584,610,584,610
400015,Faster Cajun LLC,50,Fiber to the Premises,173,173,173,173
400015,Faster Cajun LLC,70,Unlicensed Fixed Wireless,1162,1207,1109,1148
400015,Faster Cajun LLC,72,LBR Fixed Wireless,9611,10484,9604,10477
400016,"Fiber Wave, LLC",70,Unlicensed Fixed Wireless,2619,2652,2611,2645
400018,Great Lakes High Speed LLC,70,Unlicensed Fixed Wireless,496,631,449,575
400018,Great Lakes High Speed LLC,72,LBR Fixed Wireless,4293,6872,4281,6854
400020,HDER Link Ltd.,50,Fiber to the Premises,2003,2141,2003,2141
400020,HDER Link Ltd.,70,Unlicensed Fixed Wireless,65010,71502,65010,71502
400021,"Heritage Broadband, LLC",50,Fiber to the Premises,780,883,780,883
400021,"Heritage Broadband, LLC",70,Unlicensed Fixed Wireless,33881,36477,33881,36477
400022,"Horton's TV & Electronics, Inc.",70,Unlicensed Fixed Wireless,8022,8347,8022,8347
400023,"Hudson Technology Solutions, Inc.",70,Unlicensed Fixed Wireless,18228,20477,18228,20477
400025,JackRabbit Wireless LLC,70,Unlicensed Fixed Wireless,18583,25706,18583,25706
400026,Jackson Electric Cooperative,50,Fiber to the Premises,5148,5249,637,668
400026,Jackson Electric Cooperative,70,Unlicensed Fixed Wireless,8572,8843,1508,1593
400027,"Kayenta Technologies, LLC",70,Unlicensed Fixed Wireless,36212,42886,36212,42886
400028,"Kentucky Wireless, LLC",70,Unlicensed Fixed Wireless,10727,11970,10727,11970
400029,"Lockridge Networks, LLC",50,Fiber to the Premises,833,849,833,849
400029,"Lockridge Networks, LLC",70,Unlicensed Fixed Wireless,31456,32295,31456,32295
400029,"Lockridge Networks, LLC",72,LBR Fixed Wireless,861,884,861,884
400032,Mono Broadband,70,Unlicensed Fixed Wireless,66,159,0,0
400034,Outernet Broadband LLC,50,Fiber to the Premises,4,4,4,4
400034,Outernet Broadband LLC,70,Unlicensed Fixed Wireless,5593,5661,5593,5661
400035,Pathfinder LLC,50,Fiber to the Premises,156,645,156,645
400035,Pathfinder LLC,70,Unlicensed Fixed Wireless,9291,12859,9291,12859
400035,Pathfinder LLC,71,Licensed Fixed Wireless,3370,5570,3370,5570
400035,Pathfinder LLC,72,LBR Fixed Wireless,7463,11039,7463,11039
400036,Pear Networks LLC,50,Fiber to the Premises,1619,1711,1619,1711
400038,"Salsgiver, Inc.",50,Fiber to the Premises,21044,27187,21044,27187
400041,"SML Wireless, Inc.",70,Unlicensed Fixed Wireless,2705,3194,2705,3194
400044,"SVE Connect, LLC",50,Fiber to the Premises,12732,14101,12732,14101
400046,"Ting Fiber, Inc.",50,Fiber to the Premises,204263,249197,204263,249197
400047,Tipmont Rural Electric Membership Corporation,50,Fiber to the Premises,17654,18243,17654,18243
400050,TREPIC Networks LLC,50,Fiber to the Premises,479,505,479,505
400050,TREPIC Networks LLC,72,LBR Fixed Wireless,30070,31101,30070,31101
400051,"Trinity Communications, LLC",50,Fiber to the Premises,44,44,44,44
400051,"Trinity Communications, LLC",70,Unlicensed Fixed Wireless,6187,7301,1625,1797
400053,"Unlimited Net Partners, LLC",70,Unlicensed Fixed Wireless,566,566,561,561
400055,Willard Communications LLC,70,Unlicensed Fixed Wireless,634,638,634,638
400056,"WON Communications, LLC",70,Unlicensed Fixed Wireless,9627,10786,9627,10786
400083,"Forked Deer Electric Cooperative, Inc.",50,Fiber to the Premises,9480,9659,9480,9659
400086,Johnson City Energy Authority,50,Fiber to the Premises,44974,63063,44974,63063
400094,Mecklenburg Electric Cooperative,10,Copper,1172,1240,1172,1240
400094,Mecklenburg Electric Cooperative,50,Fiber to the Premises,23921,25135,23921,25135
400100,Newport Utilities,50,Fiber to the Premises,19294,21001,19294,21001
400102,"Otsego Electric Cooperative, Inc.",50,Fiber to the Premises,7006,7130,7006,7130
400103,Oklahoma Electric Cooperative,50,Fiber to the Premises,95994,108299,95994,108299
400105,Orange County REMC,50,Fiber to the Premises,22290,22924,22290,22924
400105,Orange County REMC,71,Licensed Fixed Wireless,8854,9342,8854,9342
400115,Simple Fiber Communications LLC,50,Fiber to the Premises,84,1264,84,1264
400115,Simple Fiber Communications LLC,70,Unlicensed Fixed Wireless,0,0,27582,93916
400115,Simple Fiber Communications LLC,72,LBR Fixed Wireless,0,0,21924,68325
400118,South Central Indiana Rural Electric Membership Corporation,50,Fiber to the Premises,29274,29688,375,434
400130,"Wtechlink, Inc.",50,Fiber to the Premises,10286,13167,10286,13167
400130,"Wtechlink, Inc.",70,Unlicensed Fixed Wireless,10383,13184,10383,13184
400138,Western Iowa Wireless,50,Fiber to the Premises,170,170,170,170
400138,Western Iowa Wireless,70,Unlicensed Fixed Wireless,11245,14309,11178,14240
400138,Western Iowa Wireless,72,LBR Fixed Wireless,51,56,51,56
400139,Tongue River Communications,40,Cable,1576,1630,1576,1630
410005,"Alternative Choice Wireless, LLC",50,Fiber to the Premises,63,77,7,44
410005,"Alternative Choice Wireless, LLC",70,Unlicensed Fixed Wireless,91,111,96,640
410008,Arkansas Valley Electric Cooperative Corporation,50,Fiber to the Premises,56189,58756,6117,7643
410018,City of Fort Collins,50,Fiber to the Premises,41781,48031,1365,5016
410025,Cosner-Neipp Corporation,10,Copper,1,1,1,3
410025,Cosner-Neipp Corporation,70,Unlicensed Fixed Wireless,4,4,9,32
410025,Cosner-Neipp Corporation,72,LBR Fixed Wireless,17,17,5,9
410027,Crowsnest Broadband LLC,50,Fiber to the Premises,244,247,244,247
410027,Crowsnest Broadband LLC,70,Unlicensed Fixed Wireless,7451,8325,7451,8325
410027,Crowsnest Broadband LLC,72,LBR Fixed Wireless,54558,63771,54558,63771
410031,DigitalC,10,Copper,32,1031,0,0
410031,DigitalC,40,Cable,82,1470,0,0
410031,DigitalC,70,Unlicensed Fixed Wireless,95443,131460,0,0
410037,Express WISP LLC,70,Unlicensed Fixed Wireless,403,449,403,449
410054,KGT LLC,70,Unlicensed Fixed Wireless,29961,34428,29961,34428
410063,Luminate Fiber LLC,50,Fiber to the Premises,9025,13082,9025,13082
410063,Luminate Fiber LLC,70,Unlicensed Fixed Wireless,91,219,91,219
410064,Martek Wireless LLC,50,Fiber to the Premises,629,632,629,632
410064,Martek Wireless LLC,70,Unlicensed Fixed Wireless,82,83,0,0
410064,Martek Wireless LLC,72,LBR Fixed Wireless,211,220,0,0
410066,Meeker Cooperative Light & Power Association,50,Fiber to the Premises,12309,13444,1832,2501
410066,Meeker Cooperative Light & Power Association,70,Unlicensed Fixed Wireless,13233,14186,2522,3114
410067,Meriwether Lewis Electric Cooperative,50,Fiber to the Premises,32651,34343,32651,34343
410073,North Coast Wireless Communications,50,Fiber to the Premises,2929,3607,2929,3607
410073,North Coast Wireless Communications,70,Unlicensed Fixed Wireless,7191,9140,7191,9140
410073,North Coast Wireless Communications,72,LBR Fixed Wireless,18857,23115,18857,23115
410077,"Ozborn Communications, LLC",70,Unlicensed Fixed Wireless,32,32,0,0
410077,"Ozborn Communications, LLC",72,LBR Fixed Wireless,42019,50299,41801,50062
410084,"Reynolds Media, Inc.",70,Unlicensed Fixed Wireless,594,609,23,24
410085,Roseau Electric Cooperative,50,Fiber to the Premises,2549,2615,2549,2615
410086,Rural Broadband Cooperative,70,Unlicensed Fixed Wireless,3659,4250,3659,4250
410090,Siyeh Communications,10,Copper,2140,2237,2140,2237
410090,Siyeh Communications,50,Fiber to the Premises,936,1439,936,1439
410090,Siyeh Communications,70,Unlicensed Fixed Wireless,152,199,152,199
410090,Siyeh Communications,71,Licensed Fixed Wireless,1916,1983,1916,1983
410092,Southern California Telephone Company Inc.,70,Unlicensed Fixed Wireless,234766,290042,234766,290042
410098,"Talkie Communications, Inc.",50,Fiber to the Premises,35773,41584,35773,41584
410100,Tennessee Telecommunications Company,50,Fiber to the Premises,3240,3621,3240,3621
410103,"Treehouse Broadband, LLC",70,Unlicensed Fixed Wireless,1793,2147,1656,2009
410103,"Treehouse Broadband, LLC",72,LBR Fixed Wireless,1897,1966,1897,1966
410114,"Mega Broadband Investments Holdings, LLC",40,Cable,522027,624255,522027,624255
410114,"Mega Broadband Investments Holdings, LLC",50,Fiber to the Premises,58884,79070,61649,82737
410115,White Cloud Communications US LLC,70,Unlicensed Fixed Wireless,1864,1928,663,681
410115,White Cloud Communications US LLC,71,Licensed Fixed Wireless,19758,20855,19758,20855
410115,White Cloud Communications US LLC,72,LBR Fixed Wireless,3,3,0,0
410121,Canyon Wireless,70,Unlicensed Fixed Wireless,2822,3032,0,0
410125,LAN Communications Corp.,50,Fiber to the Premises,0,0,3,3
410125,LAN Communications Corp.,70,Unlicensed Fixed Wireless,206,292,20,33
410126,Ocracoke Cable TV LLC,40,Cable,1037,1110,1037,1110
410131,318 HighSpeed LLC,70,Unlicensed Fixed Wireless,6937,8065,6937,8065
410132,4ip Technology and Media LLC,50,Fiber to the Premises,1364,1535,1364,1535
410132,4ip Technology and Media LLC,70,Unlicensed Fixed Wireless,491,614,491,614
410132,4ip Technology and Media LLC,71,Licensed Fixed Wireless,492,569,492,569
410133,Alpha Technologies Inc.,50,Fiber to the Premises,32,70,0,0
410134,BerryComm LLC,50,Fiber to the Premises,5761,6059,5761,6059
410135,"City of Sandy, Oregon",50,Fiber to the Premises,4498,5576,5025,6884
410135,"City of Sandy, Oregon",70,Unlicensed Fixed Wireless,199,230,12,25
410136,"Compass Broadband Network, Inc.",70,Unlicensed Fixed Wireless,55712,71075,55712,71075
410138,"Double Dog Communications, Inc.",70,Unlicensed Fixed Wireless,29688,37922,29548,37774
410138,"Double Dog Communications, Inc.",72,LBR Fixed Wireless,16743,19486,16743,19486
410139,Eclipse Communications,50,Fiber to the Premises,1084,1123,1084,1123
410139,Eclipse Communications,70,Unlicensed Fixed Wireless,11376,12201,11376,12201
410141,Minnesota WiFi,70,Unlicensed Fixed Wireless,30536,38886,30536,38886
410143,Morgan Wireless LLC,70,Unlicensed Fixed Wireless,34102,37757,34102,37757
410145,Natural G.C. Inc.,50,Fiber to the Premises,13235,36343,13235,36343
410145,Natural G.C. Inc.,70,Unlicensed Fixed Wireless,260222,565703,260222,565703
410147,Somerfield Cable TV,40,Cable,932,966,932,966
410153,Craighead Elecric Cooperative Corporation,50,Fiber to the Premises,29472,30492,29472,30492
410155,Lakeland Internet,50,Fiber to the Premises,3612,3756,3612,3756
410155,Lakeland Internet,70,Unlicensed Fixed Wireless,42017,44655,42017,44655
410155,Lakeland Internet,72,LBR Fixed Wireless,53922,59123,53922,59123
410156,Satview Broadband Ltd.,40,Cable,2284,2394,2284,2394
410157,"NETworx Broadband, Inc.",50,Fiber to the Premises,1562,1602,1562,1602
410159,"Airwave Networks, LLC",50,Fiber to the Premises,331,349,331,349
410159,"Airwave Networks, LLC",70,Unlicensed Fixed Wireless,1040,1096,1040,1096
410160,CNS Internet Services,50,Fiber to the Premises,120,129,120,129
410160,CNS Internet Services,70,Unlicensed Fixed Wireless,7393,7696,7393,7696
410161,Graymont Cooperative Assn.,70,Unlicensed Fixed Wireless,3892,4203,3887,4198
410164,Mason County Public Utility District No. 3,50,Fiber to the Premises,6825,7435,6825,7435
410165,"Optimal Home Solutions, LLC",70,Unlicensed Fixed Wireless,46,46,8,8
410168,"Skymesh, Inc.",50,Fiber to the Premises,5,5,29,29
410168,"Skymesh, Inc.",70,Unlicensed Fixed Wireless,23923,24588,23923,24588
410169,Inyo Networks Inc.,50,Fiber to the Premises,6146,8118,295,3009
410170,LightSpeed Technologies LLC,70,Unlicensed Fixed Wireless,305,423,305,423
410170,LightSpeed Technologies LLC,72,LBR Fixed Wireless,59,65,59,65
410172,"Tri-County Telephone Association, Inc. (KS)",50,Fiber to the Premises,7889,8225,7889,8225
410174,Cloud 9 Wireless LLC,50,Fiber to the Premises,4491,5137,4491,5137
410177,S. Bryer Cable TV Corporation,40,Cable,1296,1463,1296,1463
410180,"Zeta Broadband, Inc.",50,Fiber to the Premises,1805,1924,1805,1924
410180,"Zeta Broadband, Inc.",70,Unlicensed Fixed Wireless,139355,183573,139355,183573
410182,XAirnet Corp.,50,Fiber to the Premises,3787,14021,3787,14021
410182,XAirnet Corp.,70,Unlicensed Fixed Wireless,140758,245525,140758,245525
410183,"Bluegrass Broadband, LLC",70,Unlicensed Fixed Wireless,64,71,64,71
410184,"SP Broadband, Inc.",50,Fiber to the Premises,475,668,475,668
410184,"SP Broadband, Inc.",72,LBR Fixed Wireless,18413,21645,18413,21645
410185,East Central Oklahoma Electric Cooperative,50,Fiber to the Premises,35509,37242,35509,37242
410186,"City of Clarksville, Arkansas",50,Fiber to the Premises,3548,4293,3548,4293
410188,"HiCountryNet, LLC",50,Fiber to the Premises,401,502,0,0
410188,"HiCountryNet, LLC",70,Unlicensed Fixed Wireless,4776,5449,0,0
410189,Red River Cellular Telephone Corporation,50,Fiber to the Premises,8381,9734,8381,9734
410192,Inland Cellular Telephone Company,40,Cable,1125,1181,132,133
410192,Inland Cellular Telephone Company,50,Fiber to the Premises,6524,7746,1076,1579
410192,Inland Cellular Telephone Company,70,Unlicensed Fixed Wireless,3380,5252,1340,2723
410192,Inland Cellular Telephone Company,72,LBR Fixed Wireless,13792,15415,2189,2656
420004,AmigoNet,70,Unlicensed Fixed Wireless,6265,7137,6265,7137
420012,"Blue Sky Wireless, LLC",70,Unlicensed Fixed Wireless,5357,5699,532,542
420017,Central Alabama Electric Cooperative,50,Fiber to the Premises,48904,52364,48904,52364
420020,City of Anacortes,50,Fiber to the Premises,2468,3249,2468,3249
420021,City of Loveland,50,Fiber to the Premises,32620,41934,32620,41934
420025,"CopperNet Systems, Inc.",50,Fiber to the Premises,228,236,228,236
420025,"CopperNet Systems, Inc.",72,LBR Fixed Wireless,110001,118784,110001,118784
420027,"Critical Links, LLC",70,Unlicensed Fixed Wireless,7080,7555,7080,7555
420027,"Critical Links, LLC",72,LBR Fixed Wireless,100,100,100,100
420028,"Cumberland Connect, LLC",50,Fiber to the Premises,93828,97429,5036,7060
420029,Current Inc.,50,Fiber to the Premises,3729,4071,3729,4071
420029,Current Inc.,70,Unlicensed Fixed Wireless,3125,3602,2195,2627
420036,"DSI Management Holdings, LLC",50,Fiber to the Premises,252,1308,252,1308
420036,"DSI Management Holdings, LLC",70,Unlicensed Fixed Wireless,12872,19546,0,0
420036,"DSI Management Holdings, LLC",72,LBR Fixed Wireless,2666,3630,0,0
420040,ENC Access Investments LLC,50,Fiber to the Premises,1694,1791,404,412
420042,ORI.NET LLC,50,Fiber to the Premises,2,2,2,2
420042,ORI.NET LLC,70,Unlicensed Fixed Wireless,3996,4542,3996,4542
420042,ORI.NET LLC,72,LBR Fixed Wireless,0,0,1,1
420048,Gateway Fiber Holdings LLC,50,Fiber to the Premises,134105,147902,134105,147902
420059,"Hub66, Inc.",50,Fiber to the Premises,5468,7092,5468,7092
420061,"Intellipop, LLC",70,Unlicensed Fixed Wireless,8062,8794,8062,8794
420069,"KL Broadband, Inc.",70,Unlicensed Fixed Wireless,564,568,564,568
420073,"Little Miami Gig, LLC",10,Copper,6,218,0,0
420073,"Little Miami Gig, LLC",50,Fiber to the Premises,8182,9202,1693,2139
420073,"Little Miami Gig, LLC",70,Unlicensed Fixed Wireless,12913,28268,2402,10950
420074,"Lost Creek Wireless, LLC",70,Unlicensed Fixed Wireless,4699,5065,4695,5061
420080,MS Wifi Zone,50,Fiber to the Premises,428,431,428,431
420080,MS Wifi Zone,70,Unlicensed Fixed Wireless,55543,59586,55543,59586
420084,"Nola Broadband, Inc.",70,Unlicensed Fixed Wireless,32435,54020,32435,54020
420091,Osnet Wireless Corp.,70,Unlicensed Fixed Wireless,27324,46821,27979,47622
420094,Patriot Cable System LLC,40,Cable,820,829,54,60
420094,Patriot Cable System LLC,50,Fiber to the Premises,6,6,0,0
420099,"Precision Technology, LLC",70,Unlicensed Fixed Wireless,2780,2794,2780,2794
420101,Prologic Technology Services LLC,70,Unlicensed Fixed Wireless,6538,7605,0,0
420110,Rocky Mountain Internet Inc.,72,LBR Fixed Wireless,19362,22063,19362,22063
420115,"SkyNet360, LLC",50,Fiber to the Premises,6,52,6,52
420115,"SkyNet360, LLC",70,Unlicensed Fixed Wireless,85090,122732,85004,122619
420115,"SkyNet360, LLC",72,LBR Fixed Wireless,2824,5643,2824,5643
420116,Skypacket Networks Inc.,70,Unlicensed Fixed Wireless,48163,68942,3064,6256
420116,Skypacket Networks Inc.,71,Licensed Fixed Wireless,106410,134110,8821,20226
420117,Smyth Technology Group Inc.,70,Unlicensed Fixed Wireless,6288,7274,6288,7274
420124,Tallahatchie Valley Internet Services,50,Fiber to the Premises,27041,29653,27041,29653
420125,"Taluslink, LLC",50,Fiber to the Premises,3,144,3,99
420133,Town of Islesboro,50,Fiber to the Premises,792,851,42,48
420135,Tri-County Rural Electric Cooperative,50,Fiber to the Premises,18971,20770,18971,20770
420137,Foursight Communications LLC,50,Fiber to the Premises,44615,47391,44615,47391
420139,Us New Era Internet Corp.,50,Fiber to the Premises,43,76,43,76
420139,Us New Era Internet Corp.,70,Unlicensed Fixed Wireless,4477,5990,4477,5990
420146,"Victoria Electric Cooperative, Inc.",50,Fiber to the Premises,8406,8843,1086,1296
420146,"Victoria Electric Cooperative, Inc.",70,Unlicensed Fixed Wireless,1525,1546,104,105
420147,Vinton Municipal Communications Utility,50,Fiber to the Premises,2277,2393,2277,2393
420150,Wavelength LLC,50,Fiber to the Premises,3,18,3,18
420150,Wavelength LLC,70,Unlicensed Fixed Wireless,1596,2669,1596,2669
420150,Wavelength LLC,72,LBR Fixed Wireless,3273,5042,3273,5042
420163,Zero2 Wireless,70,Unlicensed Fixed Wireless,4167,4622,4079,4532
420163,Zero2 Wireless,72,LBR Fixed Wireless,5059,6738,5037,6719
420165,"Zoom Telcom, LLC",50,Fiber to the Premises,6244,6753,6244,6753
420167,Digital Technology Solutions Inc.,50,Fiber to the Premises,3170,4668,3170,4668
420168,GoNetworkPR Inc.,50,Fiber to the Premises,223,259,223,259
420168,GoNetworkPR Inc.,70,Unlicensed Fixed Wireless,2432,2650,2430,2648
420170,PowerNet Wireless,70,Unlicensed Fixed Wireless,9227,12856,8987,12603
420170,PowerNet Wireless,72,LBR Fixed Wireless,1103,1136,1103,1136
420173,"Northwest Fiber, LLC",10,Copper,29220,40074,29220,40074
420173,"Northwest Fiber, LLC",50,Fiber to the Premises,763929,947766,763929,947766
420173,"Northwest Fiber, LLC",70,Unlicensed Fixed Wireless,74416,94889,74416,94889
420173,"Northwest Fiber, LLC",72,LBR Fixed Wireless,256819,325416,256819,325416
420175,Central Connect LLC,70,Unlicensed Fixed Wireless,88,89,2,6
420178,Comptinet,70,Unlicensed Fixed Wireless,1,1,0,0
420181,Newaygo County Regional Educational Service Agency,50,Fiber to the Premises,407,482,407,482
420181,Newaygo County Regional Educational Service Agency,70,Unlicensed Fixed Wireless,4309,4676,4309,4676
420181,Newaygo County Regional Educational Service Agency,71,Licensed Fixed Wireless,2074,2284,2074,2284
